id,text,text-markup,sentiment 
405,"Wie erleichtere ich meiner Maus das Trockenwerden?
              Mal kurz ein Update: Josie wird langsam trocken, seit 1 Woche geht sie freiwillig aufs Töppi und wollte keine Pämpi mehr haben  (bekommt sie jetzt nur noch zum Schlafen). Will die Windel auch sofort wieder loserden, wenn sie wach ist  . Sogar das ''Große Geschäft landete gestern im Töppi   . Man war mein Mauschen stolz, da ihr vor 2 Tagen diesbez. noch ein patzer passiert war.  .   Meine Maus wird groß!!!   __________________      Es grüßt Tanja mit Josephine *14. 08. 2005, die kleine Zuckermaus *superstolzbin*         Patin von Krissy            Patin von Dusty71"," Wie erleichtere ich meiner Maus das Trockenwerden? Mal kurz ein Update: Josie wird <LXA_POSSIBLE>langsam trocken</LXA_POSSIBLE>, seit 1 Woche geht sie freiwillig aufs T≈°ppi und wollte keine P≈†mpi mehr haben (bekommt sie jetzt nur noch zum Schlafen). Will die Windel auch sofort <LXA_POSSIBLE>wieder loserden</LXA_POSSIBLE>, wenn sie wach ist . Sogar das ''Gro¬ße Gesch≈†ft landete gestern im T≈°ppi . Man war mein Mauschen stolz, da ihr vor 2 Tagen diesbez. noch ein <LXA_POSSIBLE>patzer passiert</LXA_POSSIBLE> war. . Meine Maus wird gro¬ß!!! __________________ Es gr≈∏¬ßt Tanja mit Josephine *14. 08. 2005, die <LXA_POSSIBLE>kleine Zuckermaus</LXA_POSSIBLE> *superstolzbin* Patin von Krissy Patin von Dusty71",Neutral
406,"Verträgt keine Milch
              Zwischenstand: Wir haben Phineas seit gestern mit laktosefreier Milch abgefüllt. Und er scheint es ganz gut zu vertragen. Er hatte zwar 2mal die Windel voll, aber es ist kein Durchfall mehr.    Mal schauen, wie es langfristig aussieht.   __________________          Patin von Knöllchen inoffizielle Patin von Kamo        Dresdener FamiliencafÉ ''Kindskopf''          Unsere neue Homepage"," Vertr≈†gt keine Milch Zwischenstand: Wir haben Phineas seit gestern mit <LXA_POSSIBLE>laktosefreier Milch</LXA_POSSIBLE> abgef≈∏llt. Und er scheint es ganz gut zu vertragen. Er hatte zwar 2mal die Windel voll, aber es ist kein Durchfall mehr. <LXA_POSSIBLE>Mal schauen</LXA_POSSIBLE>, wie es langfristig aussieht. __________________ Patin von Kn≈°llchen <LXA_POSSIBLE>inoffizielle Patin</LXA_POSSIBLE> von Kamo Dresdener Familiencaf∆í ''Kindskopf'' Unsere neue Homepage",Neutral
407,"Was soll ich nur machen?
             @Ohrstöpsel es ist ja nicht sein Geschreie, das mich so fertig macht. Es ist eher die Tatsache, dass er schreit und ich nicht weiß warum bzw. nicht weiß, was ich machen kann/soll.   Im Moment ist er wieder wie immer und macht gerade Quatsch mit seinem Papa. . . ich versteh echt die Welt nicht mehr. Mein Mann sagt gerade, dass er sich jetzt gerade hinsetzt. Das hat er heute vormittag noch nicht gemacht! Zwar auf die Knie vom 4-Füßler Stand aber weiter nicht.   @Schmerzzäpfchen ich muss demnächst eh mal zum KiA und mir die Windel-Salbe verschreiben lassen, dann kann ich ja mal schnell fragen ob ich auch solche bekomme. Ich glaub echt, dass die Kügelchen wie Gänseblümchen schon sagt, nichts nutzen. .   @Petra es tut gut zu hören, dass es euch ähnlich geht. Aber ganz so anhänglich ist Nicolas dann doch nicht  eher schlecht gelaunt, nörgelig. . . und ich kann ihn auch nur nicht wieder wegsetzen, wenn er vorher geweint hat (das Ergebnis wahrscheinlich vom Schreien-Lassen)   Vielen Dank schon mal für eure Tipps, Kathy   __________________      Nicolas' Homepage"," Was soll ich <LXA_INTERNAL_NEGATIVE>nur machen</LXA_INTERNAL_NEGATIVE>? @Ohrst≈°psel es ist ja nicht sein Geschreie, das mich so fertig macht. Es ist eher die Tatsache, dass er schreit und ich <LXA_POSSIBLE>nicht wei</LXA_POSSIBLE>¬ß warum bzw. nicht wei¬ß, was ich machen kann/soll. Im Moment ist er wieder wie immer und macht gerade Quatsch mit seinem Papa. . . ich versteh echt die Welt nicht mehr. Mein Mann sagt gerade, dass er sich jetzt <LXA_POSSIBLE>gerade hinsetzt</LXA_POSSIBLE>. Das hat er heute vormittag noch <LXA_POSSIBLE>nicht gemacht</LXA_POSSIBLE>! Zwar auf die Knie vom 4-F≈∏¬ß<LXA_POSSIBLE>ler Stand</LXA_POSSIBLE> aber weiter nicht. @Schmerzz≈†pfchen ich muss demn≈†chst eh mal zum KiA und mir die Windel-Salbe verschreiben lassen, dann kann ich ja mal schnell fragen ob ich auch solche bekomme. Ich glaub echt, dass die K≈∏gelchen wie G≈†nsebl≈∏mchen schon sagt, nichts nutzen. . @Petra es tut gut zu h≈°ren, dass es euch ≈†hnlich geht. Aber ganz so anh≈†nglich ist Nicolas dann doch nicht eher <LXA_POSSIBLE>schlecht gelaunt</LXA_POSSIBLE>, n≈°rgelig. . . und ich kann ihn auch nur nicht <LXA_POSSIBLE>wieder wegsetzen</LXA_POSSIBLE>, wenn er <LXA_POSSIBLE>vorher geweint</LXA_POSSIBLE> hat (das Ergebnis wahrscheinlich vom Schreien-Lassen) <LXA_POSSIBLE>Vielen Dank</LXA_POSSIBLE> schon mal f≈∏r eure Tipps, Kathy __________________ Nicolas' Homepage",Neutral
408,"Welche Windel für Kleinkinder (nachts)?Edit: Gr.5 v. P*mpers reicht nicht
             @Susanne Das kann vielleicht an der Marke liegen, denke ich.   Dines Lukas ist ja auch in Tims Alter und trägt Gr. 6 von P*mpers. Dine, wieviel wiegt dein Frechdachs denn?   Wie gesagt, wir waren immer zufrieden mit den Windeln von Ald*, Penn*. . Aber nachts. . Mittlerweile Katastrophe.     __________________     Jeder sieht, was Du scheinst.        Nur wenige fühlen, was Du bist.        sandrachens Blog"," Welche Windel f≈∏r Kleinkinder (nachts)?Edit: Gr.5 v. P*mpers reicht nicht @Susanne Das kann vielleicht an der Marke liegen, denke ich. Dines Lukas ist ja auch in Tims Alter und tr≈†gt Gr. 6 von P*mpers. Dine, wieviel wiegt dein Frechdachs denn? Wie gesagt, wir waren immer zufrieden mit den Windeln von Ald*, Penn*. . Aber nachts. . Mittlerweile Katastrophe. __________________ Jeder sieht, was Du scheinst. Nur wenige f≈∏hlen, was Du bist. sandrachens Blog",Positive
409,"Windelfreie Erziehung - wer kennt sich aus?
             Danke für Eure Beiträge und die Links. Ich find auch, dass dieses Konzept verdammt logisch und sehr natürlich und gut klingt. Aber ich denk auch, dass es viel Geduld, Zeit und innere Ruhe erfordert, um die Signale des Babys richtig wahrzunehmen und selbst die richtigen Signale zu setzen. Denke, wenn so eine Grundruhe nicht gegeben ist, kann die eigentlich gute Idee auch schnell in Stress für Mutter und Kind ausarten.   Zum derzeitigen Zeitpunkt kann ich mir für mich persönlich deshalb eher eine ''Teilzeit-windelfreie-Erziehung'' vorstellen, also Windeln und Windelfrei in Kombination, je nach Situation. Unser Baby kommt ja Ende September, also würde die erste Zeit der windelfreien Erziehung in den Winter fallen, was ich mir schwerer vorstelle als im Sommer, weil die Babys ja dick verpackt sind.   __________________"," Windelfreie Erziehung - wer kennt sich aus? Danke f≈∏r Eure Beitr≈†ge und die Links. Ich find auch, dass dieses Konzept verdammt logisch und sehr nat≈∏rlich und gut klingt. Aber ich denk auch, dass es <LXA_INTERNAL_POSITIVE>viel Geduld</LXA_INTERNAL_POSITIVE>, Zeit und <LXA_POSSIBLE>innere Ruhe</LXA_POSSIBLE> erfordert, um die Signale des Babys <LXA_POSSIBLE>richtig wahrzunehmen</LXA_POSSIBLE> und selbst die <LXA_POSSIBLE>richtigen Signale</LXA_POSSIBLE> zu setzen. Denke, wenn so eine Grundruhe <LXA_POSSIBLE>nicht gegeben</LXA_POSSIBLE> ist, kann die eigentlich <LXA_INTERNAL_POSITIVE>gute Idee</LXA_INTERNAL_POSITIVE> auch schnell in Stress <LXA_POSSIBLE>f≈∏r Mutter</LXA_POSSIBLE> und Kind ausarten. Zum <LXA_POSSIBLE>derzeitigen Zeitpunkt</LXA_POSSIBLE> kann ich mir f≈∏r mich pers≈°nlich deshalb eher eine ''Teilzeit-windelfreie-Erziehung'' vorstellen, also Windeln und Windelfrei in Kombination, je nach Situation. Unser Baby kommt ja Ende September, also w≈∏rde die <LXA_POSSIBLE>erste Zeit</LXA_POSSIBLE> der <LXA_POSSIBLE>windelfreien Erziehung</LXA_POSSIBLE> in den Winter fallen, was ich mir schwerer vorstelle als im Sommer, weil die Babys ja <LXA_POSSIBLE>dick verpackt</LXA_POSSIBLE> sind. __________________",Neutral
410,"Er mag nix trinken
             Das ist schon mal beruhigend.   Klar, die Windeln sind immer gut nass. Aber man macht sich ja doch immer wieder Sorgen: ''Kriegt er genug zu trinken/essen???'' Naja, dann bleib ich mal hartnäckig bei Wasser und seinem Trinklernbecher. Vielleicht macht es ja auch bald bei Joshua mal Klick. Wäre schön.   Und danke schon mal für die Beruhigung.   __________________ LG März 2006"," Er mag nix trinken Das ist schon mal beruhigend. Klar, die Windeln sind immer gut nass. Aber man macht sich ja doch immer wieder Sorgen: ''Kriegt er genug zu trinken/essen???'' Naja, dann bleib ich mal hartn≈†ckig bei Wasser und seinem Trinklernbecher. Vielleicht macht es ja auch bald bei Joshua mal Klick. W≈†re sch≈°n. Und danke schon mal f≈∏r die Beruhigung. <LXA_POSSIBLE>__________________ LG</LXA_POSSIBLE> M≈†rz 2006",Neutral
411,"Baby-Kleinkind-Thread
             guten Morgen,   also meine Dreier Windeln von Pampers haben keinen Indikatorstreifen. Werd mal lostigern und mir die Windeln von Lidl kaufen.   Silvester ist Jasmin bei meiner Mama und wir gehen feiern  entweder mit dem einen Freundeskreis in einem Partybus mit DJ (das wird ziemlich wild) oder bei anderen Freunden zuHause was essen und dann ins Münchner Nachtleben stürzen (das wird milder) . Wissen wir noch nicht. Wir schwanken noch zwischen wild oder mild   na dann viel Glück bei der Impfung, ist gar nicht so schlimm. Jasmin hat ihre Impfung ohne irgendwas überstanden. Bei den beiden Spritzen war sie auch erstaunlich tapfer und es ging ohne Tränen und Schreien über die Bühne     Lg, Nadia und ihr Mäuschen   __________________     Let  Love  Rule"," Baby-Kleinkind-Thread <LXA_INTERNAL_POSITIVE>guten Morgen</LXA_INTERNAL_POSITIVE>, also meine <LXA_POSSIBLE>Dreier Windeln</LXA_POSSIBLE> von Pampers haben keinen Indikatorstreifen. Werd <LXA_POSSIBLE>mal lostigern</LXA_POSSIBLE> und mir die Windeln von Lidl kaufen. Silvester ist Jasmin bei meiner Mama und wir gehen feiern entweder mit dem einen Freundeskreis in einem Partybus mit DJ (das wird ziemlich wild) oder bei <LXA_POSSIBLE>anderen Freunden</LXA_POSSIBLE> zuHause was essen und dann ins M≈∏nchner Nachtleben st≈∏rzen (das wird milder) . Wissen wir noch nicht. Wir schwanken noch zwischen wild oder mild na dann viel Gl≈∏ck bei der Impfung, ist gar nicht so schlimm. Jasmin hat ihre Impfung ohne <LXA_POSSIBLE>irgendwas ≈∏berstanden</LXA_POSSIBLE>. Bei den <LXA_POSSIBLE>beiden Spritzen</LXA_POSSIBLE> war sie auch <LXA_POSSIBLE>erstaunlich tapfer</LXA_POSSIBLE> und es ging ohne Tr≈†nen und Schreien ≈∏ber die B≈∏hne Lg, Nadia und ihr M≈†uschen __________________ Let Love Rule",Negative
412,"Alles Liebe zum Muttertag!
             Hallo liebe Mütter!     Auch für mich war es der allererste Muttertag. Josephine hat mir morgens im Bett eine sehr niedliche Karte überreicht, natürlich mit einem Känguruh!          Innen geht es weiter: Mommy, thanks for all the hugs And nice things that you do. I'm such a lucky baby, And I'm glad my mommy's you!   Happy Mother's Day     Da war ich schon sehr gerührt. Und ausschlafen durfte ich auch, wir waren gestern bei einem Feuerwerk und alle spät im Bett, da hat Josie bis 8:30 geschlafen. Mein Mann hat kurz Brei gefüttert und Windel erneuert, ich durfte liegen bleiben. Dann haben wir uns alle noch mal ins Bett gelegt (Josie ist zur Zeit etwas müde von der MMR-Impfung) und bis 11:30 geschlafen - herrlich!     Muttertag könnte wirklich öfter sein!   Und allen Männern, die nicht daran gedacht haben sollte man wohl mal diesen Thread zu lesen geben und hoffen dass sie sich bessern!  Sie haben ja jetzt 365 Tage um Muttertag 2009 gebührend vorzubereiten! *g*   LG, Isa (die natürlich auch ihre eigene Mutter bedacht hat)   P. S. Übrigens konnte ich es auch nach der Geburt von Josie noch gar nicht fassen dass ich jetzt selbst MUTTER bin. Wenn jemand ''Mama Isa'' oder so zu mir gesagt hat fand ich das etwas befremdlich. . Inzwischen bin ich aber in die Rolle hineingewachsen und finde es ganz natürlich eine Mama zu sein und sage auch z. B. zu Josie ''Mama geht jetzt mit Dir spazieren''. So etwas wäre mir letzten Sommer noch nicht über die Lippen gekommen. Ist ja schon ein Generationensprung. Aus mir wurde eine Mama und aus meiner Mama eine Oma. . das muss man erstmal verdauen. Auch unsere Väter (jetzt Opas) mussten sich erstmal daran gewöhnen (obwohl sie sich sofort riesig über meine Schwangerschaft gefreut haben). Da kamen Sprüchewie ''Oh, jetzt sind wir alt'', eine Art Mini-Midlife-Crisis. Aber inzwischen haben wir alle unsere neuen Rollen intus. Hoffe jemand versteht mein wirres Geschreibsel     __________________          Dieser Beitrag wurde 1 mal editiert, zum letzten Mal von GreenGecko: 11. 05. 2008  23:20 ."," Alles Liebe zum Muttertag! Hallo liebe M≈∏tter! Auch f≈∏r mich war es der <LXA_POSSIBLE>allererste Muttertag</LXA_POSSIBLE>. Josephine hat mir morgens im Bett eine sehr <LXA_POSSIBLE>niedliche Karte</LXA_POSSIBLE> ≈∏berreicht, nat≈∏rlich mit einem K≈†nguruh! Innen geht es weiter: Mommy, thanks for all the hugs And nice things that you do. I'm such a lucky baby, And I'm glad my mommy's you! Happy Mother's Day Da war ich schon <LXA_POSSIBLE>sehr ger≈∏hrt</LXA_POSSIBLE>. Und ausschlafen durfte ich auch, wir waren gestern bei einem Feuerwerk und alle sp≈†t im Bett, da hat Josie bis 8:30 geschlafen. Mein Mann hat kurz Brei gef≈∏ttert und Windel erneuert, ich durfte liegen bleiben. Dann haben wir uns alle noch mal ins Bett gelegt (Josie ist zur Zeit etwas m≈∏de von der MMR-Impfung) und bis 11:30 geschlafen - herrlich! Muttertag k≈°nnte wirklich ≈°fter sein! Und allen M≈†nnern, die nicht <LXA_POSSIBLE>daran gedacht</LXA_POSSIBLE> haben sollte man wohl mal diesen Thread zu lesen geben und hoffen dass sie sich bessern! Sie haben ja jetzt 365 Tage um Muttertag 2009 <LXA_POSSIBLE>geb≈∏hrend vorzubereiten</LXA_POSSIBLE>! *g* LG, Isa (die nat≈∏rlich auch ihre <LXA_POSSIBLE>eigene Mutter</LXA_POSSIBLE> bedacht hat) P. S. ‚Ä†brigens konnte ich es auch nach der Geburt von Josie noch gar nicht fassen dass ich jetzt selbst MUTTER bin. Wenn jemand ''Mama Isa'' oder so zu mir gesagt hat fand ich das etwas befremdlich. . Inzwischen bin ich aber in die Rolle hineingewachsen und finde es ganz nat≈∏rlich eine Mama zu sein und sage auch z. B. zu Josie ''Mama geht jetzt mit Dir spazieren''. So etwas w≈†re mir <LXA_INTERNAL_POSITIVE>letzten Sommer</LXA_INTERNAL_POSITIVE> noch nicht ≈∏ber die Lippen gekommen. Ist ja schon ein Generationensprung. Aus mir wurde eine Mama und aus meiner Mama eine Oma. . das muss man <LXA_POSSIBLE>erstmal verdauen</LXA_POSSIBLE>. Auch unsere V≈†ter (jetzt Opas) mussten sich erstmal <LXA_POSSIBLE>daran gew≈°hnen</LXA_POSSIBLE> (obwohl sie sich sofort riesig ≈∏ber meine Schwangerschaft gefreut haben). Da kamen Spr≈∏chewie ''Oh, jetzt sind wir alt'', eine Art Mini-Midlife-Crisis. Aber inzwischen haben wir alle unsere <LXA_POSSIBLE>neuen Rollen</LXA_POSSIBLE> intus. Hoffe jemand versteht mein <LXA_POSSIBLE>wirres Geschreibsel</LXA_POSSIBLE> __________________ Dieser Beitrag wurde 1 mal editiert, zum <LXA_POSSIBLE>letzten Mal</LXA_POSSIBLE> von GreenGecko: 11. 05. 2008 23:20 .",Neutral
414,"Das Känguruh und ich und ganz allgemein
        johanna  hat geschrieben          - Tuch soll sehr fest sein um zu stützen. Rücken soll rund werden dürfen, besonders, wenn das Baby schläft. Kann aber ein zu festes Tuch den Rücken nicht gerade drücken (unabhängig von der Bindeweise)?     Die Besonderheit der Kängurubindeweise ist der Beutel. Dadurch entsteht automatisch eine Orientierung nach oben, die die ASH und damit auch die Rückenrundung erleichtert - trotz Festziehen. Rundung heißt ja nicht Zusammensacken - letzteres wäre die Folge einer zu lockeren Bindung. Sieht dann auch rund aus, ist aber Mist.                      Zitat         - Wie kann der Stoff um die Schultern, also das, was nach unten auf dem Oberarm ist, fest sein (''wie eine zweite Haut''), wenn ich mich noch bewegen will? Entweder lockert es sich dann wieder oder aber ich habe angst, dass es Luise im Nacken weh tut, die Kante strafft sich ja bei jeder Bewegung der Arme ein wenig. Irgendwie finde ich das suboptimal, wenn ich mit Baby im Tuch noch Haushalt machen möchte oder die große Schwester versorgen. . .     Du darfst die Schulterklappen nicht zu breit machen - ich habe sie auch immer nur ganz kurz über dem Oberarmansatz. Wenn sie dich stören, kannst du sie für gewisse Arbeiten hochklappen.                      Zitat         - So richtig fest bekomme ich das Tuch über der oberen Hälfe des Babyrückens nicht. Luise verrutscht aber auch beim Schlafen nicht, ist das dann doch fest genug?     Mmh - müsste ich sehen. Versuche in jedem Fall, wirklich Strähne für Strähne festzuziehen - greife mind. 5-6 Mal ins Tuch hinein - bei Streifentüchern kannst du besonders gut am Tuchbeutel beobachten, welche Stelle du gerade festziehst.                    Zitat         - Kann man so fest binden, dass das Baby wirklich keinen Milimeter nach hinten von einem weg fällt, wenn ich mich nach vorne beuge?     Ja.                        Zitat         - Wie vermeide ich, dass das Baby zu weit hoch rutscht beim Festziehen? Wie hoch ist richtig? Babys Kopf auf meinen hervorstehenden Schlüsselbeinen ist für beide eher unbequem. Rutscht das Baby nicht zwangsläufig immer höher, je fester ich die untere Tuchbahn ziehe?     Das Baby sollte mit dem Schritt etwa an deinem Bauchnabel sein. Beim Festziehen rutscht es tatsächlich einige Zentimeter höher - deshalb platziere es halt vor dem Festziehen einige Zentimeter unterhalb deines Nabels. Wo genau, musst du ein wenig ausprobieren.                      Zitat         - Wie schlimm ist es für die Wirbelsäule, wenn das Baby mal nicht ganz doll angehockt ist, mit den Stoffwindeln schaffe ich es manchmal nicht so gut.     Gerade die Anhockung ist ziemlich wichtig für die Hüftreifung. Außerdem unterstützt sie das Rundwerden des Rückens. Mir ist jetzt nicht ganz klar, warum Stoffwindeln dabei hinderlich sind. Frag mal Sara."," Das K≈†nguruh und ich und ganz allgemein johanna hat geschrieben - Tuch soll sehr fest sein um zu st≈∏tzen. R≈∏cken soll rund werden d≈∏rfen, besonders, wenn das Baby schl≈†ft. Kann aber ein zu <LXA_POSSIBLE>festes Tuch</LXA_POSSIBLE> den R≈∏cken nicht <LXA_POSSIBLE>gerade dr≈∏cken</LXA_POSSIBLE> (unabh≈†ngig von der Bindeweise)? Die Besonderheit der K≈†ngurubindeweise ist der Beutel. Dadurch entsteht automatisch eine Orientierung nach oben, die die ASH und damit auch die R≈∏ckenrundung erleichtert - trotz Festziehen. Rundung hei¬ßt ja nicht Zusammensacken - letzteres w≈†re die Folge einer zu <LXA_POSSIBLE>lockeren Bindung</LXA_POSSIBLE>. Sieht dann auch rund aus, ist aber Mist. Zitat - Wie kann der Stoff um die Schultern, also das, was nach unten auf dem Oberarm ist, fest sein (''wie eine <LXA_POSSIBLE>zweite Haut</LXA_POSSIBLE>''), wenn ich mich <LXA_POSSIBLE>noch bewegen</LXA_POSSIBLE> will? Entweder lockert es sich dann wieder oder aber ich habe angst, dass es Luise im Nacken weh tut, die Kante strafft sich ja bei <LXA_POSSIBLE>jeder Bewegung</LXA_POSSIBLE> der Arme ein wenig. Irgendwie finde ich das suboptimal, wenn ich mit Baby im Tuch noch Haushalt machen m≈°chte oder die gro¬ß<LXA_POSSIBLE>e Schwester</LXA_POSSIBLE> versorgen. . . Du darfst die Schulterklappen nicht zu <LXA_POSSIBLE>breit machen</LXA_POSSIBLE> - ich habe sie auch immer nur ganz kurz ≈∏ber dem Oberarmansatz. Wenn sie dich st≈°ren, kannst du sie f≈∏r <LXA_POSSIBLE>gewisse Arbeiten</LXA_POSSIBLE> hochklappen. Zitat - So richtig fest bekomme ich das Tuch ≈∏ber der <LXA_POSSIBLE>oberen H≈†lfe</LXA_POSSIBLE> des Babyr≈∏ckens nicht. Luise verrutscht aber auch beim Schlafen nicht, ist das dann doch fest genug? Mmh - m≈∏sste ich sehen. Versuche in <LXA_POSSIBLE>jedem Fall</LXA_POSSIBLE>, wirklich Str≈†hne f≈∏r Str≈†hne festzuziehen - greife mind. 5-6 Mal ins Tuch hinein - bei Streifent≈∏chern kannst du besonders gut am Tuchbeutel beobachten, welche Stelle du gerade festziehst. Zitat - Kann man so <LXA_POSSIBLE>fest binden</LXA_POSSIBLE>, dass das Baby wirklich keinen Milimeter nach hinten von einem weg f≈†llt, wenn ich mich nach vorne beuge? Ja. Zitat - Wie vermeide ich, dass das Baby zu weit hoch rutscht beim Festziehen? Wie hoch ist richtig? Babys Kopf auf meinen <LXA_POSSIBLE>hervorstehenden Schl≈∏sselbeinen</LXA_POSSIBLE> ist f≈∏r beide eher unbequem. Rutscht das Baby nicht zwangsl≈†ufig immer h≈°her, je fester ich die <LXA_POSSIBLE>untere Tuchbahn</LXA_POSSIBLE> ziehe? Das Baby sollte mit dem Schritt etwa an <LXA_POSSIBLE>deinem Bauchnabel</LXA_POSSIBLE> sein. Beim Festziehen rutscht es tats≈†chlich einige <LXA_POSSIBLE>Zentimeter h≈°her</LXA_POSSIBLE> - deshalb platziere es halt vor dem Festziehen einige Zentimeter unterhalb <LXA_POSSIBLE>deines Nabels</LXA_POSSIBLE>. Wo genau, musst du ein wenig ausprobieren. Zitat - Wie schlimm ist es f≈∏r die Wirbels≈†ule, wenn das Baby mal nicht ganz <LXA_POSSIBLE>doll angehockt</LXA_POSSIBLE> ist, mit den Stoffwindeln schaffe ich es manchmal nicht so gut. Gerade die Anhockung ist ziemlich wichtig f≈∏r die H≈∏ftreifung. Au¬ßerdem unterst≈∏tzt sie das Rundwerden des R≈∏ckens. Mir ist jetzt nicht ganz klar, warum Stoffwindeln dabei hinderlich sind. Frag mal Sara.",Positive
415,"Windeldermatitis
 Was gut hilft ist ein Eichenrindensitzbad (bekommste in  der Apotheke) und was auch geht ist Schwarzer Tee, wegen  der Gerbsäure die da drin ist, vorisichtig auftupfen und  bissel einziehen lassen. Nie abtrocknen, sondern nur  trockentupfen, jepp bissel aufwendig, aber bei uns hat es  geholfen.     den sud setzt du kalt an, ca 12 stunden ziehen lassen, dann noch mal ne stunde kochen lassen. wenn es dann kalt ist, den po damit betupfen. hat bei uns auch gut geholfen. dazu haben wir unserem sohn multilind heilpaste auf die betroffenen stellen geschmiert und nach knapp sechs tagen war es so gut wie weg."," Windeldermatitis Was gut hilft ist ein Eichenrindensitzbad (bekommste in der Apotheke) und was auch geht ist <LXA_POSSIBLE>Schwarzer Tee</LXA_POSSIBLE>, wegen der Gerbs≈†ure die da drin ist, <LXA_POSSIBLE>vorisichtig auftupfen</LXA_POSSIBLE> und <LXA_POSSIBLE>bissel einziehen</LXA_POSSIBLE> lassen. <LXA_POSSIBLE>Nie abtrocknen</LXA_POSSIBLE>, sondern <LXA_POSSIBLE>nur trockentupfen</LXA_POSSIBLE>, jepp bissel aufwendig, aber bei uns hat es geholfen. den sud setzt du kalt an, ca 12 stunden ziehen lassen, dann noch mal <LXA_POSSIBLE>ne stunde</LXA_POSSIBLE> kochen lassen. wenn es dann kalt ist, den po <LXA_POSSIBLE>damit betupfen</LXA_POSSIBLE>. hat bei uns auch <LXA_POSSIBLE>gut geholfen</LXA_POSSIBLE>. dazu haben wir unserem sohn <LXA_POSSIBLE>multilind heilpaste</LXA_POSSIBLE> auf die <LXA_POSSIBLE>betroffenen stellen</LXA_POSSIBLE> geschmiert und nach knapp sechs tagen war es so gut wie weg.",Negative
416,"januar babys 2009
&bull; Kinderbett mit Matratze &bull; Pipiauflage &bull; Badewanne &bull; Maxi Cosi &bull; Kinderwagen &bull; Bettlaken &bull; Schlafsack &bull; Wickelkommode &bull; Auflage Wickelkommode &bull; Himmel &bull; Krabbeldecke &bull; Decke für Kinderwagen &bull; Wickeltasche &bull; Babyphon &bull; Windeleimer &bull; Schnuller + Kette &bull; Lätzchen &bull; Fläschchen für Milch &bull; Fläschchen für Tee &bull; Milchpumpe &bull; Fläschchenwärmer &bull; Wundschutzcreme &bull; Babyöl &bull; Feuchttücher &bull; Waschlappen &bull; Badethermometer &bull; Nagelschere für Baby &bull; Fieberthermometer &bull; Kapuzenbadetuch &bull; Bürste &bull; Kleidung evtl Vaporisator", januar babys 2009 &bull; Kinderbett mit Matratze &bull; Pipiauflage &bull; Badewanne &bull; Maxi Cosi &bull; Kinderwagen &bull; Bettlaken &bull; Schlafsack &bull; Wickelkommode &bull; Auflage Wickelkommode &bull; Himmel &bull; Krabbeldecke &bull; Decke f≈∏r Kinderwagen &bull; Wickeltasche &bull; Babyphon &bull; Windeleimer &bull; Schnuller + Kette &bull; L≈†tzchen &bull; Fl≈†schchen f≈∏r Milch &bull; Fl≈†schchen f≈∏r Tee &bull; Milchpumpe &bull; Fl≈†schchenw≈†rmer &bull; Wundschutzcreme &bull; Baby≈°l &bull; Feuchtt≈∏cher &bull; Waschlappen &bull; Badethermometer &bull; Nagelschere f≈∏r Baby &bull; Fieberthermometer &bull; Kapuzenbadetuch &bull; B≈∏rste &bull; Kleidung evtl Vaporisator,Neutral
418,"vorsichtshalber haben wir
. . . . am vergangenen Samstag beim Wochenendeinkauf ein Päckchen Erstlingswindeln gekauft     Einfach nur, damit mein Mann dann nicht allein losrennen muss, um das erste Paket Windeln zu kaufen (Männer sind da ja manchmal im ''Anfangsstadium'' . . . wie soll ich sagen . . . komisch"," vorsichtshalber haben wir . . . . am <LXA_POSSIBLE>vergangenen Samstag</LXA_POSSIBLE> beim Wochenendeinkauf ein P≈†ckchen Erstlingswindeln gekauft Einfach nur, damit mein Mann dann nicht allein losrennen muss, um das <LXA_POSSIBLE>erste Paket</LXA_POSSIBLE> Windeln zu kaufen (M≈†nner sind da ja manchmal im ''Anfangsstadium'' . . . wie soll ich sagen . . . komisch",Neutral
